id_n	name_s
1915	Concurrency and Computation: Practice and Experience
2722	international conference on acoustics speech and signal processing
520	international conference on image processing
715	design automation conference
328	ieee international conference on high performance computing data and analytics
1099	Journal of Computational Chemistry
1005	SIAM Journal on Computing
511	embedded and ubiquitous computing
34	Ars Combinatoria
769	arXiv: Information Theory
68	computers and their applications
577	Journal of Electronic Testing
398	computer aided verification
2498	robotics
27	international conference on parallel processing
402	vlsi test symposium
899	Journal of Combinatorial Theory
1069	Journal of Graph Theory
348	Order
679	Combinatorica
1252	Environmental Modelling and Software
2317	Journal of Communications and Networks
215	Advances in Computational Mathematics
1167	Computers & Operations Research
1075	Graphs and Combinatorics
3113	Discrete Mathematics
682	the internet of things
193	international conference on communications
607	Applied Mathematics and Computation
242	symposium on discrete algorithms
2523	International Journal of Parallel
1331	Discrete Applied Mathematics
1687	Mathematical Social Sciences
2065	Knowledge and Information Systems
225	Intelligenza Artificiale
1105	extending database technology
517	owl: experiences and directions
584	international conference on data engineering
1417	international xml database symposium
647	conference on object-oriented programming systems
731	IEEE Transactions on Knowledge and Data Engineering
734	web information and data management
390	very large data bases
1759	Procedia Computer Science
2280	advances in geographic information systems
1341	Information Systems
150	international conference on management of data
1504	data and knowledge engineering
2407	Electronic Proceedings in Theoretical Computer Science
496	conference on current trends in theory and practice of informatics
164	advances in databases and information systems
954	Logiciel
59	british national conference on databases
199	flexible query answering systems
79	international semantic web conference
888	european conference on object oriented programming
364	symposium on large spatial databases
1907	databases information systems and peer to peer computing
25	intelligent information systems
29	international syposium on methodologies for intelligent systems
98	Theory and Practice of Object Systems
227	model driven engineering languages and systems
218	Theoretical Computer Science
1100	Journal of Logic and Computation
382	european conference on object-oriented programming
456	Logic Journal of The Igpl \/ Bulletin of The Igpl
1706	international joint conference on neural network
35	Applied Mathematics Letters
3677	euro american conference on telematics and information systems
2812	Journal of Applied Mathematics
1062	Applicable Algebra in Engineering
125	hybrid artificial intelligence systems
180	international conference on web engineering
620	field programmable logic and applications
868	computational intelligence and security
4	international conference on computer graphics theory and applications
1063	International Journal of Geographical Information Science
122	Journal of Parallel and Distributed Computing
1117	Mathematics of Computation
1094	International Journal of Computer Mathematics
971	Journal of Intelligent and Fuzzy Systems
575	distributed computing and artificial intelligence
198	international conference on computational science and its applications
3014	Journal of The American Society for Information Science
545	Journal of Chemical Information and Computer Sciences
1044	Information Processing and Management
1422	Ibm Journal of Research and Development
902	fast software encryption
177	IEEE Transactions on Computers
638	cryptographic hardware and embedded systems
856	IEEE Transactions on Information Theory
217	international cryptology conference
838	international conference on the theory and application of cryptology and information security
1627	IEEE Journal on Selected Areas in Communications
1394	Journal of Cryptology
2114	IEEE Transactions on Circuits and Systems I-regular Papers
984	Computers & Security
430	Information Processing Letters
439	theory and application of cryptographic techniques
852	australasian conference on information security and privacy
252	Journal of Research and Practice in Information Technology
1040	Designs
828	Journal of Complexity
1173	International Journal of Information Security
2878	international solid-state circuits conference
2215	Iet Image Processing
1401	international conference on telecommunications
5	international symposium on computer and information sciences
836	Studia Informatica Universalis
1651	Pattern Recognition Letters
1390	international symposium on computers and communications
948	Journal of Network and Systems Management
216	international conference on computer communications
829	ieee international conference on fuzzy systems
1861	Computers & Electrical Engineering
88	medical informatics europe
1697	international conference on bioinformatics and biomedical engineering
2092	Computer Methods and Programs in Biomedicine
64	Journal of Machine Vision and Applications
3158	Parallel Algorithms and Applications
407	Computing
171	Journal of Universal Computer Science
910	Journal of Computer and System Sciences
2382	International Journal of Business Data Communications and Networking
256	Bit Numerical Mathematics
2050	Journal of Systems Architecture
2246	Distributed Computing
2218	Mathematics in Computer Science
2048	Operations Research Letters
1393	Software - Practice and Experience
6	parallel and distributed processing techniques and applications
7	international conference on computer vision and graphics
2265	International Journal of Knowledge Society Research
2275	International Journal of Strategic Decision Sciences
2027	International Journal of Asian Business and Information Management
403	arXiv: Learning
66	international conference on computational linguistics
857	advances in computing and communications
1800	Journal of Intelligent Information Systems
2851	Computación Y Sistemas
1106	arXiv: Computation and Language
75	north american chapter of the association for computational linguistics
3703	international conference on asian language processing
342	arXiv: Distributed
879	international conference on data mining
712	international joint conference on natural language processing
2468	IEEE Transactions on Human-Machine Systems
148	affective computing and intelligent interaction
3130	intelligent human computer interaction
2840	human-robot interaction
2598	robot and human interactive communication
770	dependable systems and networks
1886	advances in social networks analysis and mining
446	international symposium on visual computing
703	meeting of the association for computational linguistics
327	indian international conference on artificial intelligence
323	cross-language evaluation forum
134	forum on specification and design languages
253	applications of natural language to data bases
765	mexican conference on pattern recognition
174	industrial and engineering applications of artificial intelligence and expert systems
735	conference on intelligent text processing and computational linguistics
43	international conference on intelligent computing
393	mexican international conference on artificial intelligence
2022	international conference on the computer processing of oriental languages
982	international conference on vlsi design
1707	Journal of Circuits
1974	ACM Transactions on Design Automation of Electronic Systems
680	machine vision applications
2150	Cognitive Computation
587	IEEE Intelligent Systems
2481	india software engineering conference
4077	Lingvisticae Investigationes
2154	Nature
1735	intelligent robots and systems
681	asia-pacific software engineering conference
3040	international conference on computer modeling and simulation
1354	international conference on web services
72	the florida ai research society
1030	european conference on web services
1374	scalable information systems
2343	International Journal of Simulation and Process Modelling
2256	International Journal of Intelligent Information Technologies
1042	Expert Systems With Applications
146	parallel and distributed computing systems (isca)
1022	International Journal of Intelligent Games & Simulation
276	European Journal of Operational Research
558	Integrated Computer-aided Engineering
1851	Mathematics and Computers in Simulation
508	Journal of Computational Physics
8	international conference on conceptual structures
3487	symposium on principles of programming languages
795	arXiv: Programming Languages
624	Softwaretechnik-trends
844	ACM Computing Surveys
839	programming language design and implementation
650	formal methods
572	computer science logic
700	Sigplan Notices
1210	verification model checking and abstract interpretation
332	asian symposium on programming languages and systems
10	Electronic Notes in Theoretical Computer Science
197	static analysis symposium
395	Communications of The ACM
698	Journal of Logic Programming
2290	theoretical aspects of software engineering
1508	Information & Computation
1400	Journal of the ACM
1342	principles and practice of declarative programming
619	european symposium on programming
611	nasa formal methods
115	international conference on computational logistics
1536	automated software engineering
291	compiler construction
441	international colloquium on automata
1692	verified software: theories
285	international conference on logic programming
24	international conference on software engineering
1002	foundations of software science and computation structure
850	algebraic methodology and software technology
2456	embedded software
1671	symposium on abstraction reformulation and approximation
453	fundamental approaches to software engineering
815	international conference on functional programming
3695	acm conference on systems programming languages and applications software for humanity
1561	ACM Sigsoft Software Engineering Notes
924	Systems and Computers in Japan
9	international joint conference on artificial intelligence
2342	Journal of Information Processing
2413	ieee automatic speech recognition and understanding workshop
182	international acm sigir conference on research and development in information retrieval
129	Bulletin of The European Association for Theoretical Computer Science
1844	Logical Methods in Computer Science
1240	workshop on algorithms and data structures
222	Electronic Communication of The European Association of Software Science and Technology
428	international conference on graph transformation
1260	workshop on recent trends in algebraic development techniques
1965	foundations of software engineering
2578	working ieee/ifip conference on software architecture
1919	International Journal of Web Services Research
85	measurement and modeling of computer systems
293	applications and theory of petri nets
1114	international colloquium on theoretical aspects of computing
3780	international conference on performance engineering
361	adaptive agents and multi-agents systems
1174	Software and Systems Modeling
1229	International Journal of Software Engineering and Knowledge Engineering
782	software product lines
826	Science of Computer Programming
1592	Mathematical Structures in Computer Science
2865	Journal of Software Maintenance and Evolution: Research and Practice
20	The Journal of Logic and Algebraic Programming
662	trustworthy global computing
622	analytical and stochastic modeling techniques and applications
588	european conference on software architecture
727	international conference on concurrency theory
267	mathematical foundations of computer science
144	business process management
800	Fundamenta Informaticae
719	Applied Categorical Structures
89	fundamentals of computation theory
601	international conference on software maintenance
528	arXiv: Software Engineering
440	european conference on modelling foundations and applications
723	IEEE Transactions on Software Engineering
1897	conference on software maintenance and reengineering
759	Empirical Software Engineering
2729	Iee Proceedings-software
2543	international workshop on principles of software evolution
1920	engineering of computer-based systems
413	IEEE Software
124	Technique Et Science Informatiques
100	IEEE Computer
1085	International Journal on Software Tools for Technology Transfer
169	software engineering and knowledge engineering
2910	mining software repositories
989	Computer Languages
957	variability modelling of software-intensive systems
357	Ercim News
275	intelligent technologies for interactive entertainment
1278	international conference on evolvable systems
37	open source systems
56	conference on advanced information systems engineering
2214	Journal of Software: Evolution and Process
515	Advances in Computers
1426	technical symposium on computer science education
1200	working conference on reverse engineering
1144	international conference on coordination models and languages
1641	international conference on program comprehension
1852	conference on object oriented programming systems languages and applications
1892	cooperative distributed systems
11	joint conference on knowledge-based software engineering
814	international conference on signal processing and multimedia applications
1152	systems
3867	international conference on information technology new generations
2204	International Journal of Interactive Mobile Technologies (ijim)
1164	Multimedia Tools and Applications
532	international conference on tools with artificial intelligence
1810	International Journal on Artificial Intelligence Tools
1646	Intelligent Decision Technologies
51	international conference on software and data technologies
314	international conference on web information systems and technologies
161	international conference on computer supported education
3440	International Journal of Computational Intelligence Studies
269	text speech and dialogue
2572	Journal of Networks
1310	Artificial Intelligence Review
652	User Modeling and User-adapted Interaction
2631	systems man and cybernetics
1638	International Journal of Emerging Technologies in Learning (ijet)
1527	Computers in Education
1269	Interacting with Computers
889	Human-Computer Interaction
552	Knowledge Based Systems
3583	IEEE Transactions on Education
2767	international conference on digital information management
669	International Journal of Pattern Recognition and Artificial Intelligence
1988	IEEE Transactions on Fuzzy Systems
2183	International Journal of Information Technology and Decision Making
606	intelligent tutoring systems
1138	international conference on adaptive and natural computing algorithms
1782	Telematics and Informatics
1003	International Journal of Computer Science & Applications
15	language resources and evaluation
13	international conference on bio-inspired systems and signal processing
2032	Computers and Electronics in Agriculture
1588	arXiv: Graphics
1372	Computer Graphics Forum
566	international conference on computer graphics and interactive techniques
366	vision modeling and visualization
3652	interactive 3d graphics and games
1169	Advances in Engineering Software
2993	Computer Methods in Applied Mechanics and Engineering
165	asian conference on intelligent information and database systems
1263	critical information infrastructures security
473	Complex Systems
3486	International Journal of Critical Infrastructures
927	international conference on computer safety reliability and security
2479	canadian conference on electrical and computer engineering
2242	IEEE Transactions on Smart Grid
2470	parallel computing in electrical engineering
2541	custom integrated circuits conference
1463	IEEE Transactions on Parallel and Distributed Systems
2615	computational intelligence for modelling
156	international conference on informatics in control
1882	mobile adhoc and sensor systems
1917	Journal of Computational Science
310	signal processing systems
536	international work-conference on artificial and natural neural networks
399	Cognitive Science
2175	international conference of the ieee engineering in medicine and biology society
41	the european symposium on artificial neural networks
1431	IEEE Transactions on Circuits and Systems for Video Technology
3194	IEEE Transactions on Speech and Audio Processing
1828	Pattern Analysis and Applications
678	International Journal of Computer Vision
1060	Proceedings of SPIE
2512	multimedia signal processing
987	international work conference on artificial and natural neural networks
2217	Journal of Cognitive Neuroscience
2037	Signal
1369	Eurasip Journal on Image and Video Processing
1380	NeuroImage
1717	workshop on image analysis for multimedia interactive services
2127	Journal of Real-time Image Processing
965	international conference on computer vision systems
137	international conference on image and signal processing
2366	computer and communications security
2021	workshop on program analysis for software tools and engineering
185	partial evaluation and semantic-based program manipulation
890	information hiding
527	workshop on information security applications
14	european symposium on algorithms
3751	european conference on computer systems
512	arXiv: Cryptography and Security
485	usenix technical conference
2303	ACM Transactions on Architecture and Code Optimization
1489	design
503	international conference on information security and cryptology
1428	ieee symposium on security and privacy
783	languages
2156	International Journal of High Performance Computing Applications
410	applied reconfigurable computing
279	european conference on parallel processing
1605	foundations and practice of security
904	high performance embedded architectures and compilers
1183	ACM Transactions on Programming Languages and Systems
3710	compilers
2334	IEEE Transactions on Dependable and Secure Computing
2473	languages compilers and tools for embedded systems
1363	software and compilers for embedded systems
1273	international conference on parallel architectures and compilation techniques
1479	The Computer Journal
1744	international conference / workshop on embedded computer systems: architectures
1637	Simulation
522	international workshop on security
415	Journal of Information Science and Engineering
1300	acm sigplan symposium on principles and practice of parallel programming
513	Computing and Informatics \/ Computers and Artificial Intelligence
394	Journal of Instruction-level Parallelism
132	annual computer security applications conference
30	conference on multimedia modeling
988	international conference on computer design
166	Computational Linguistics
81	national conference on artificial intelligence
2457	Language and Linguistics Compass
110	empirical methods in natural language processing
447	conference of the european chapter of the association for computational linguistics
1108	acm multimedia
736	Computers and The Humanities
1373	Microelectronics Journal
758	Journal of the Association for Information Science and Technology
70	Applied Artificial Intelligence
1027	ACM Transactions on Intelligent Systems and Technology
1297	Journal of Artificial Intelligence Research
123	european conference on artificial intelligence
3781	Literary and Linguistic Computing
96	arXiv: Artificial Intelligence
2428	workshop on hot topics in operating systems
3127	Natural Language Engineering
1761	Computer Speech & Language
1131	international conference on natural language generation
299	natural language generation
645	text
1999	Ai Edam Artificial Intelligence for Engineering Design
1512	Journal of Zhejiang University Science C
1910	acm symposium on parallel algorithms and architectures
994	Operating Systems Review
2353	ACM Transactions on Storage
654	international conference on distributed computing systems
1691	acm special interest group on data communication
1203	modeling analysis and simulation on computer and telecommunication systems
16	operating systems design and implementation
2325	conference on emerging network experiment and technology
3597	hot topics in networks
1007	symposium on operating systems principles
648	principles of distributed computing
379	symposium on reliable distributed systems
243	international symposium on distributed computing
468	international workshop on peer to peer systems
831	networked systems design and implementation
1083	international workshop on peer-to-peer systems
1493	IEEE Transactions on Mobile Computing
1766	IEEE Wireless Communications
579	human factors in computing systems
546	international conference on embedded networked sensor systems
582	international conference on acoustics
2191	ACM Transactions on Sensor Networks
1034	information processing in sensor networks
2549	symposium on cloud computing
992	architectural support for programming languages and operating systems
1738	user interface software and technology
232	international symposium on experimental robotics
643	ieee international conference on requirements engineering
1998	international conference on mobile systems
595	modeling
791	trust and trustworthy computing
3299	IEEE Personal Communications
1572	Pattern Recognition
3711	acm ieee international conference on mobile computing and networking
494	ubiquitous computing
896	international symposium on microarchitecture
797	usenix conference on file and storage technologies
802	Wireless Networks
2007	IEICE Transactions on Communications
1716	defect and fault tolerance in vlsi and nanotechnology systems
1737	pacific rim international symposium on dependable computing
2604	international conference on wireless communications and mobile computing
898	digital information and communication technology and its applications
1927	international symposium on information theory
1472	personal
944	international conference on ultra modern telecommunications
1049	international conference on information networking
819	Neurocomputing
1359	asian test symposium
1257	global communications conference
128	international conference on computer aided design
2450	european test symposium
550	arXiv: Robotics
2132	ieee-ras international conference on humanoid robots
2144	IEEE Transactions on Cloud Computing
1147	IEEE Robotics & Automation Magazine
1997	Autonomous Robots
1704	Swarm Intelligence
2102	BioSystems
1754	Operations Research
2621	robotics and biomimetics
1702	local computer networks
238	international conference on artificial neural networks
2145	Advanced Robotics
464	simulation of adaptive behavior
1835	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
1570	Journal of Economic Theory
1287	Neural Networks
3656	international conference on systems and networks communications
1722	Robotics and Autonomous Systems
2783	Adaptive Behavior
909	bioinformatics and bioengineering
781	Computers & Mathematics With Applications
2078	Applied Intelligence
1246	Fuzzy Sets and Systems
1762	Mathematical and Computer Modelling
773	international symposium on memory management
1423	international symposium on parallel and distributed processing and applications
708	discrete geometry for computer imagery
1055	international workshop on combinatorial image analysis
397	conference on spatial information theory
71	software engineering and data engineering
2181	acm symposium on applied computing
721	Journal of Biomedical Informatics
4140	advanced information management and service
33	hawaii international conference on system sciences
1577	IEEE Transactions on Communications
2422	International Journal of Communication Systems
2417	Journal of Information & Knowledge Management
3519	International Journal of Business Intelligence and Data Mining
571	conference on information and knowledge management
2306	International Journal of Bioinformatics Research and Applications
159	knowledge discovery and data mining
573	arXiv: Data Structures and Algorithms
147	siam international conference on data mining
507	european conference on principles of data mining and knowledge discovery
245	International Journal of Computers and Their Applications
340	web age information management
281	computer applications in industry and engineering
2365	IEEE Systems Journal
2686	international conference on control and automation
1032	IEEE Transactions on Automatic Control
250	Information Fusion
686	international conference on machine learning and cybernetics
282	Automatica
240	computing and combinatorics conference
554	web information systems engineering
2386	International Journal of Data Mining
591	cross language evaluation forum
231	canadian conference on artificial intelligence
1485	conference of the association for machine translation in the americas
1552	Machine Translation
3414	empirical software engineering and measurement
1506	IEEE Computational Intelligence Bulletin
1371	ACM Transactions on Information Systems
827	asia information retrieval symposium
4830	Data Science and Engineering
76	text retrieval conference
1065	arXiv: Information Retrieval
153	european conference on information retrieval
3831	Synthesis Lectures on Human Language Technologies
3698	ACM Transactions on Asian Language Information Processing
2443	BMC Medical Informatics and Decision Making
541	Information Retrieval
69	string processing and information retrieval
459	international conference on e-business
1137	multimedia information retrieval
237	Informatica (slovenia)
54	Wirtschaftsinformatik \/ Angewandte Informatik
1447	information reuse and integration
816	asia and south pacific design automation conference
46	pacific asia conference on information systems
1079	arXiv: Physics and Society
1666	international symposium on low power electronics and design
2051	Physical Review X
2401	New Journal of Physics
803	ubiquitous intelligence and computing
155	international conference on social computing
339	social informatics
1285	international symposium on quality electronic design
1488	Journal of Knowledge Management
2953	IEEE Computer Society
1084	Theory of Computing Systems \/ Mathematical Systems Theory
426	theory and applications of models of computation
506	conference on combinatorial optimization and applications
18	international symposium on algorithms and computation
724	network and parallel computing
1092	algorithmic applications in management
2548	asia pacific bioinformatics conference
1578	Journal of Combinatorial Optimization
1309	international conference on algorithms and complexity
1412	Journal of Scheduling
48	symposium on experimental and efficient algorithms
628	international colloquium on automata languages and programming
761	algorithmic aspects of wireless sensor networks
1130	workshop on approximation and online algorithms
1402	international conference on cluster computing
3222	Journal of Bioinformatics and Computational Biology
1554	Algorithmica
2296	International Journal of Applied Evolutionary Computation
1107	Journal of Discrete Algorithms
866	Bioinformatics
1213	computational intelligence in bioinformatics and computational biology
1681	ACM Transactions on Algorithms
1540	computational systems bioinformatics
1611	asia-pacific bioinformatics conference
203	international workshop on openmp
939	information security practice and experience
487	provable security
1789	IEEE\/ACM Transactions on Networking
934	public key cryptography
642	international conference on information and communication security
353	arXiv: Networking and Internet Architecture
935	financial cryptography
2238	Iet Information Security
90	theory of cryptography conference
3496	International Journal of Security and Networks
884	cryptology and network security
2252	Legal Studies
268	educational data mining
350	european conference on technology enhanced learning
152	international symposium on neural networks
627	granular computing
990	International Journal of Intelligent Systems
2445	Computer Applications in Engineering Education
2034	Applied Soft Computing
3095	Advances in Fuzzy Systems
1302	congress on evolutionary computation
2464	Algorithms
1863	annual simulation symposium
1335	International Journal of General Systems
2444	IEEE Transactions on Industrial Electronics
1628	foundations of computational intelligence
1014	IEEE Transactions on Neural Networks
3313	International Journal of Biometrics
3380	International Journal of Intelligent Engineering Informatics
3543	nature and biologically inspired computing
3726	Intelligent Information Management
3716	computational intelligence and data mining
1056	Natural Computing
1186	Control and Intelligent Systems
2499	mexican international conference on computer science
133	genetic and evolutionary computation conference
3456	International Journal of Advanced Intelligence Paradigms
1146	Engineering Applications of Artificial Intelligence
1299	winter simulation conference
1104	european conference on genetic programming
1556	International Journal of Hybrid Intelligent Systems
176	Reliable Computing
2775	Source Code for Biology and Medicine
55	international conference on enterprise information systems
1242	integrating technology into computer science education
45	arXiv: Computers and Society
2149	IEEE Transactions on Network and Service Management
616	autonomous infrastructure management and security
23	usenix large installation systems administration conference
1168	Computing Systems
1158	arXiv: Multiagent Systems
1279	distributed systems: operations and management
950	distributed systems operations and management
849	autonomic and trusted computing
696	arXiv: Logic in Computer Science
882	ACM Transactions on Computer Systems
2039	Data Mining and Knowledge Discovery
1635	Information Security Technical Report
914	ACM Queue
2393	ACM Sigbed Review
488	Machine Learning
2664	international conference on networking and services
2685	international conference on autonomic and autonomous systems
1758	modelling autonomic communications environments
1078	autonomous infrastructure
2432	world of wireless mobile and multimedia networks
21	research challenges in information science
1719	Computers in Human Behavior
2070	International Journal of Information System Modeling and Design
194	Ingénierie Des Systèmes D'information
201	advances in mobile multimedia
2006	emerging technologies and factory automation
1468	world congress on computational intelligence
480	networked digital technologies
1071	world summit on the knowledge society
162	discovery science
1334	International Journal of Software and Informatics
526	Revista De Informática Teórica E Aplicada
1478	optical network design and modelling
449	testbeds and research infrastructures for the development of networks and communities
2029	Biomedical Signal Processing and Control
1043	Computer Networks
220	Photonic Network Communications
2067	Optical Switching and Networking
1437	Microelectronics Reliability
1947	bioinformatics and biomedicine
3336	high performance switching and routing
1029	parallel
1247	computational intelligence methods for bioinformatics and biostatistics
22	Journal of Advanced Computational Intelligence and Intelligent Informatics
822	conference on network and service management
2648	International Journal of Artificial Life Research
540	Journal of Intelligent and Robotic Systems
304	simulated evolution and learning
230	business information systems
1395	Requirements Engineering
585	the practice of enterprise modeling
208	international conference on software business
308	IEEE Internet Computing
3660	international conference on e-business engineering
249	international conference on information systems
632	information systems technology and its applications
1066	cooperative information systems
1985	enterprise distributed object computing
683	international conference on service oriented computing
1308	Information Systems and E-business Management
865	Software Process: Improvement and Practice
3734	security of information and networks
3549	acs/ieee international conference on computer systems and applications
1101	Siam Journal on Imaging Sciences
1763	Siam Journal on Mathematical Analysis
1730	Multiscale Modeling & Simulation
3817	International Journal of Granular Computing
139	computational intelligence
1188	Transactions on Rough Sets
1251	Computers & Geosciences
1626	IEEE Transactions on Systems
504	Informatica (lithuanian Academy of Sciences)
2511	Transactions in Gis
3571	IEEE Transactions on Applications and Industry
1598	International Journal of Approximate Reasoning
47	electronic government
1534	Journal of Visual Languages and Computing
1928	International Journal of Information Technology and Web Engineering
2121	International Journal of Organizational and Collective Intelligence
3945	International Journal of Intelligent Defence Support Systems
233	conference on scientific computing
179	information processing and management of uncertainty
2011	Geoinformatica
451	Intelligence\/sigart Bulletin
1581	IEEE Concurrency
2461	international conference on software testing verification and validation
1522	international conference on semantic computing
1830	international symposium on autonomous decentralized systems
2757	asia pacific software engineering conference
1267	secure software integration and reliability improvement
1471	Information & Software Technology
392	decision support systems
1752	international conference on quality software
135	international symposium on object/component/service-oriented real-time distributed computing
1820	parallel and distributed computing applications and technologies
1384	Software Quality Journal
2392	international symposium on software reliability engineering
1679	IET Software
236	computer analysis of images and patterns
61	international conference on artificial intelligence and soft computing
583	ieee visualization
1059	IEEE Computer Graphics and Applications
636	Computer Networks and Isdn Systems
2423	ieee symposium on information visualization
1612	IEEE Transactions on Visualization and Computer Graphics
3032	International Journal of Imaging Systems and Technology
1684	Graphical Models \/graphical Models and Image Processing \/computer Vision
421	Computers & Graphics
1484	computer vision and pattern recognition
2730	Computing in Science and Engineering
670	international conference in central europe on computer graphics and visualization
1980	visualization for computer security
173	Ai Magazine
3671	non-photorealistic animation and rendering
1201	international symposium on biomedical imaging
2135	Statistical Methods and Applications
883	algorithmic learning theory
1976	IEEE/ACM Transactions on Computational Biology and Bioinformatics
471	workshop on algorithms in bioinformatics
788	intelligent systems in molecular biology
1952	BMC Bioinformatics
1379	bioinspired models of network
345	Journal of Automata
80	international conference on machine learning
418	conference on computability in europe
1304	international colloquium on grammatical inference
946	combinatorial pattern matching
1908	PLOS Computational Biology
312	computational learning theory
1000	New Generation Computing
3511	international conference on computational advances in bio and medical sciences
1991	International Journal of Human-computer Interaction
685	pacific symposium on biocomputing
1017	IEEE Transactions on Pattern Analysis and Machine Intelligence
1674	Nucleic Acids Research
1633	european conference on computational biology
2763	pervasive computing and communications
2205	Nano Communication Networks
1497	IEEE Transactions on Signal Processing
3527	IEEE Transactions on Nanotechnology
363	kommunikation in verteilten systemen
2061	ACM Transactions on The Web
1460	acm conference on hypertext
1322	International Journal of Cooperative Information Systems
26	Zeitschrift Für Interaktive Und Kooperative Medien
524	Interactions
1191	gemeinschaften in neuen medien
1221	Journal of Digital Information
405	Computer Systems: Science & Engineering
112	Informatik Spektrum
437	Information Technology
959	distributed applications and interoperable systems
1859	Journal of Computers
1726	Journal of Multivariate Analysis
970	Automatisierungstechnik
1261	Praxis Der Informationsverarbeitung Und Kommunikation
523	Electronic Markets
1282	programming multi agent systems
491	electronic commerce and web technologies
1098	Electronic Commerce Research
664	multiagent system technologies
502	business process and services computing
947	programming multi-agent systems
605	International Transactions on Systems Science and Applications
2369	Algorithms for Molecular Biology
2355	International Journal of Data Mining and Bioinformatics
1103	practical aspects of declarative languages
741	portuguese conference on artificial intelligence
3675	international conference on ubiquitous information management and communication
625	federated conference on computer science and information systems
294	computer recognition systems
1725	Progress in Artificial Intelligence
2557	symposium on applied computational intelligence and informatics
2262	International Journal of Applied Mathematics and Computer Science
1940	Cybernetics and Systems
1841	international conference on multimedia and expo
28	international conference on computer vision
561	international conference on computational collective intelligence
872	Artificial Intelligence in Medicine
1595	International Journal of Neural Systems
2251	Memetic Computing
1799	Health Informatics Journal
2002	visual communications and image processing
4269	Skin Research and Technology
1642	Computer Vision and Image Understanding
104	active media technology
3667	soft computing and pattern recognition
1819	Computerized Medical Imaging and Graphics
1159	signal-image technology and internet-based systems
2153	IEEE Journal of Selected Topics in Signal Processing
2645	international symposium on multimedia
2921	International Journal of Advanced Media and Communication
962	International Journal of Multimedia Data Engineering and Management
1020	british machine vision conference
1694	symbolic and numeric algorithms for scientific computing
3375	International Journal of Bio-inspired Computation
3789	acm sigmm conference on multimedia systems
3185	international conference on multimedia retrieval
58	color imaging conference
892	pacific-rim symposium on image and video technology
409	european conference on computer vision
431	international conference on image analysis and recognition
1036	data compression conference
3694	modeling analysis and simulation of wireless and mobile systems
557	IEEE Transactions on Very Large Scale Integration Systems
1750	international conference on access networks
3752	International Journal of Digital Multimedia Broadcasting
3887	international conference on the digital society
2610	supercomputing conference
1510	international workshop on quality of service
4134	IEEE Journal of Selected Topics in Quantum Electronics
2117	IEEE Transactions on Broadcasting
190	international conference on computer vision theory and applications
1258	international conference on document analysis and recognition
