id_n	name_s
1054	galapagos national park
1055	university of british columbia
1056	nepal ministry of health
1057	nepal ministry of science
1058	united nations development program
1059	second continental congress
1060	dc district court
1061	his administration
1062	us geological
1063	rhodium group
1064	cnn a us navy
1065	confederation of african football
1066	committee on
1067	california department of transportation
1068	oregon state police
1069	brother lighthouse inc
1070	drug enforcement agency
1071	deputy office of management budget
1072	republicans in congress
1073	us bureau of labor statistics
1074	lindsay lohan beach club
1075	beach club
1076	investigation office
1077	central office for the suppression of cybercrime
1078	cnn us national security advisor john bolton
1079	us national security council
1080	college football playoff
1081	university of pennsylvania quakers
1082	american university
1083	hawaii visitors bureau ross birch
1084	hawaii department of parks
1085	blue origin
1086	commerzbank
1087	financial solutions
1088	mba international airport
1089	bauer media group
1090	box plus network
1091	department of medical examiner
1092	los angeles county department of medical examiner
1093	christie
1094	los angeles county sheriff department
1095	sheriff department
1096	armed services committee
1097	university of texas school of law
1098	attorneys for sears holdings
1099	european central bank
1100	ifo institute
1101	member of parliament
1102	britain union jack
1103	london metropolitan police on
1104	college green
1105	united kingdom parliament
1106	london metropolitan police
1107	us attorney office in atlanta
1108	us drug enforcement administration
1109	king college london
1110	queen mary university of london
1111	kurdistan workers party
1112	harvard kennedy school senior
1113	american university of beirut
1114	ak party
1115	national security advisor john bolton
1116	york city landmarks preservation commission
1117	los angeles unified school district
1118	american federation of teachers
1119	consumer electronics show in las vegas
1120	sony
1121	lg electronics
1122	apprenticeship coalition
1123	electronic lab tech
1124	pathways in technology early college high school
1125	u s senate
1126	global coalition to counter
1127	strategic alliance
1128	brainchild holdings
1129	marjory stoneman douglas high school
1130	blackrock
1131	centre court
1132	asia oceania group
1133	brisbane international
1134	hotel henry
1135	buffalo niagara communications
1136	courtesy of hotel henry
1137	live online academy
1138	california joshua tree national park
1139	correctional institution in aliceville
1140	aliceville city council
1141	safari club
1142	exxon
1143	u s department of the
1144	resource development council of alaska
1145	department of fish
1146	x smart
1147	henkel
1148	procter gamble
1149	los angeles international airport
1150	cato institute
1151	supreme court analyst
1152	university of texas
1153	massinc polling group
1154	airline pilots association
1155	palm springs international
1156	palm springs international airport
1157	labour party mps
1158	department of justice or homeland security
1159	department of labor
1160	agriculture department
1161	farm service agency
1162	market facilitation program
1163	senate republican
1164	exchange commission
1165	us international trade commission
1166	national women hall
1167	women equity action league
1168	national advisory council on women educational programs
1169	women sports foundation
1170	department diplomatic corps order of precedence
1171	program on extremism at george washington university
1172	george washington university
1173	university of houston
1174	un security council resolution
1175	middlebury institute of international studies at monterey
1176	imam khomeini space center
1177	un security council
1178	chicago council on global affairs
1179	apollo moon mission
1180	fraunhofer institute for building physics
1181	manhattan district attorney office
1182	victims division
1183	food network
1184	republican national convention
1185	tsinghua university art museum
1186	tsinghua university
1187	border fund
1188	china mobile
1189	ericsson
1190	taiwan semiconductor manufacturing corporation
1191	eurasia group
1192	hundreds of national transportation safety board
1193	texas department of public safety
1194	doctors without borders
1195	senate minority leader schumer
1196	ministerial police
1197	marston
1198	sinaloa cartel
1199	cspan
1200	donald trump oval office
1201	transportation department
1202	senate appropriations
1203	senate agriculture committee
1204	henley partner group
1205	institute of labor economics
1206	international air transport authority
1207	henley partners research department
1208	us defense department
1209	university of gothenburg
1210	army of terror
1211	a british high commission
1212	australian federal police
1213	korean national assembly
1214	indianapolis international airport
1215	indianapolis air traffic control center
1216	indianapolis air route traffic control center
1217	trump oval office
1218	us forest service
1219	department of housing
1220	sketch club
1221	ealing college of art
1222	world economic forum
1223	un refugee convention
1224	australia department of home affairs
1225	australian home affairs
1226	australian department of home affairs
1227	department of home affairs
1228	connecticut army national guard
1229	police company
1230	john jay school of criminal justice
1231	university of hawaii
1232	university of hawaii professor emeritus michael hadfield
1233	department of land
1234	snail extinction prevention program david sischo
1235	nevada democratic party
1236	us energy information administration
1237	china foreign ministry
1238	anduril industries
1239	antonov
1240	campaign to stop killer robots
1241	barr senate
1242	subsonic ultra green aircraft research
1243	germany bielefeld university
1244	bielefeld university center
1245	cognitive interaction technology
1246	israel security agency
1247	energy gonen segev
1248	lancaster county district attorney office
1249	dubai sports council
1250	burj al arab
1251	deloitte
1252	burberry
1253	young
1254	fitch ratings
1255	chrysler
1256	blackstone group
1257	senate leadership
1258	senate armed services
1259	united kingdom parliament as brexit
1260	brexit united kingdom parliament
1261	democratic national committee
1262	ministry of health
1263	drug authority
1264	union steward
1265	environmental modeling center
1266	european center
1267	national hurricane center
1268	national weather service employee organization
1269	employee organization
1270	royal college
1271	royal college of ophthalmologists
1272	tennent institute of ophthalmology
1273	nudists association
1274	progressives congress
1275	friends of tel aviv university
1276	israel television news
1277	israel democracy institute
1278	worcester college
1279	american college of obstetricians
1280	texas a m university
1281	oklahoma department of wildlife conservation
1282	egypt ministry of antiquities
1283	egyptian embassy
1284	karnak open air museum in luxor
1285	national museum of scotland
1286	ministry of antiquities
1287	egypt ministry of foreign affairs
1288	saudi aramco
1289	washington airports authority
1290	peoples democratic party
1291	clarity media group
1292	manchester magistrate court
1293	rochdale olympic gymnastics club
1294	st patrick rc primary school
1295	china passenger car association
1296	cowen co
1297	guinness
1298	piper jaffray
1299	canopy growth corporation
1300	university of toronto
1301	canadian hydrogen intensity mapping experiment
1302	national research council of canada
1303	a pew research
1304	trump oval office address on border security
1305	saudi arabian monetary authority
1306	nissan motors
1307	iraqi security
1308	mastercard
1309	denver chamber
1310	denver police department
1311	while the denver elections division
1312	ketchum inc
1313	senate majority leader bob dole
1314	gazprom
1315	russian federation
1316	key senate republican
1317	norway east police district
1318	united states department of transportation
1319	aviation safety inspectors union
1320	traffic controllers union
1321	saudi energy
1322	marathon oil
1323	aetna
1324	us department of justice
1325	national assembly of turkey
1326	los angeles lakers
1327	united kingdom home office
1328	oklahoma city thunder
1329	washington wizards
1330	national geographic society
1331	souls unitarian universalist church
1332	church world service
1333	denver immigration court
1334	public affairs barr
1335	miller center
1336	melbourne magistrate court on
1337	victoria police
1338	science mission directorate
1339	space telescope science institute
1340	department of defense do
1341	senate minority leader chuck schumer on
1342	rosemont hotel
1343	courtesy of andaz hotel
1344	andaz hotel
1345	radisson blu hotel
1346	art hotel
1347	senate republicans as murkowski
1348	naval exchange
1349	naval criminal investigative service
1350	navy capt
1351	vienna convention
1352	chinatown foundation
1353	turkish parliament
1354	louisville metro police
1355	louisville field office
1356	sony pictures motion picture group
1357	us treasury department
1358	lima group
1359	weinstein company
1360	national radical camp
1361	gone mainstream princeton university
1362	us justice department
1363	quinnipiac university
1364	pittsfield high school
1365	a us army
1366	thomson reuters foundation
1367	amnesty international united kingdom
1368	china central television
1369	security review commission
1370	andersen air force
1371	china institute of marine safety
1372	central military commission
1373	people liberation army rocket
1374	australian strategic policy institute
1375	tarrant county republican party
1376	land office
1377	party of lincoln
1378	equality california institute
1379	digital sex crimes victim support center
1380	mitsubishi
1381	remarkable
1382	england club
1383	team europe
1384	team world
1385	association of commonwealth universities
1386	national theatre
1387	smart works charity smartworks
1388	house of commons foreign affairs select committee
1389	foreign affairs committee commonsforeign
1390	trump electoral college
1391	ohio northern university
1392	national popular vote compact
1393	international ski federation
1394	shreveport police
1395	association facebook
1396	bleakley advisory group
1397	mendocino county sheriff office
1398	child protective services on
1399	costco
1400	barclays
1401	treasury department on
1402	university of idaho
1403	internet research agency
1404	petersburg international economic forum
1405	russian ministry for foreign affairs on
1406	ministry of defense
1407	dossier center
1408	khordorkovsky dossier center
1409	us national security advisor john bolton
1410	berlin bode museum
1411	bode museum
1412	berlin regional court
1413	western union
1414	kauai grand hotel hyatt kauai housekeeping
1415	senate finance committee
1416	department of health human services
1417	international pricing index
1418	rx savings solutions
1419	american federation of labor
1420	senate majority whip john thune
1421	coalition to defeat
1422	national security action
1423	tourism association
1424	senate democrats on
1425	party of regions
1426	ferrari
1427	whataburger
1428	philippe
1429	french ministry of the
1430	plaza hotel
1431	supreme court justice ruth bader ginsburg photos
1432	supreme court justice
1433	logicmanager inc
1434	steel institute
1435	gibson
1436	peterson institute for international economics
1437	clemente middle school in germantown
1438	mcallen international airport
1439	us army corps of engineers
1440	catholic charities
1441	world economy forum in davos
1442	weinstein co
1443	warwick business school
1444	ford motor co
1445	english heritage centre for archaeology
1446	holocaust memorial day trust
1447	birkenau state museum
1448	holocaust educational trust a united kingdom
1449	london imperial war museum
1450	judiciary committee democrats
1451	russell senate office building on capitol hill
1452	carnegie institution for science
1453	villanova university
1454	national enquirer
1455	american media inc
1456	american media
1457	pecker national enquirer
1458	victoria secret
1459	national governors association
1460	house oversight committee
1461	oversight committee
1462	senate intelligence
1463	national weather service in st
1464	permanent council
1465	organization of american states
1466	canadian parliament
1467	united nations refugee agency
1468	economic club of washington
